#   frequency            amplitude spectral density
   1.2796659e+00   1.1951802e-05
   1.2797419e+00   1.1950190e-05
   1.2798179e+00   1.1948578e-05
   1.2798938e+00   1.1946967e-05
   1.2799698e+00   1.1945356e-05
   1.2800458e+00   1.1943746e-05
   1.2801218e+00   1.1942136e-05
   1.2801977e+00   1.1940527e-05
   1.2802737e+00   1.1938918e-05
   1.2803497e+00   1.1937310e-05
   1.2804257e+00   1.1935701e-05
   1.2805016e+00   1.1934093e-05
   1.2805776e+00   1.1932485e-05
   1.2806536e+00   1.1930878e-05
   1.2807295e+00   1.1929270e-05
   1.2808055e+00   1.1927663e-05
   1.2808815e+00   1.1926055e-05
   1.2809575e+00   1.1924447e-05
   1.2810334e+00   1.1922840e-05
   1.2811094e+00   1.1921231e-05
   1.2811854e+00   1.1919623e-05
   1.2812613e+00   1.1918014e-05
   1.2813373e+00   1.1916405e-05
   1.2814133e+00   1.1914795e-05
   1.2814893e+00   1.1913184e-05
   1.2815652e+00   1.1911573e-05
   1.2816412e+00   1.1909960e-05
   1.2817172e+00   1.1908346e-05
   1.2817931e+00   1.1906732e-05
   1.2818691e+00   1.1905115e-05
   1.2819451e+00   1.1903497e-05
   1.2820211e+00   1.1901878e-05
   1.2820970e+00   1.1900256e-05
   1.2821730e+00   1.1898632e-05
   1.2822490e+00   1.1897005e-05
   1.2823249e+00   1.1895376e-05
   1.2824009e+00   1.1893744e-05
   1.2824769e+00   1.1892108e-05
   1.2825529e+00   1.1890468e-05
   1.2826288e+00   1.1888823e-05
   1.2827048e+00   1.1887174e-05
   1.2827808e+00   1.1885519e-05
   1.2828567e+00   1.1883858e-05
   1.2829327e+00   1.1882190e-05
   1.2830087e+00   1.1880514e-05
   1.2830847e+00   1.1878829e-05
   1.2831606e+00   1.1877134e-05
   1.2832366e+00   1.1875428e-05
   1.2833126e+00   1.1873708e-05
   1.2833885e+00   1.1871972e-05
   1.2834645e+00   1.1870219e-05
   1.2835405e+00   1.1868446e-05
   1.2836165e+00   1.1866648e-05
   1.2836924e+00   1.1864822e-05
   1.2837684e+00   1.1862962e-05
   1.2838444e+00   1.1861061e-05
   1.2839203e+00   1.1859110e-05
   1.2839963e+00   1.1857098e-05
   1.2840723e+00   1.1855009e-05
   1.2841483e+00   1.1852823e-05
   1.2842242e+00   1.1850509e-05
   1.2843002e+00   1.1848026e-05
   1.2843762e+00   1.1845311e-05
   1.2844521e+00   1.1842266e-05
   1.2845281e+00   1.1838725e-05
   1.2846041e+00   1.1834399e-05
   1.2846801e+00   1.1828707e-05
   1.2847560e+00   1.1820323e-05
   1.2848320e+00   1.1805370e-05
   1.2849080e+00   1.1765671e-05
   1.2849839e+00   1.0821847e-05
   1.2850599e+00   1.1936355e-05
   1.2851359e+00   1.1885643e-05
   1.2852119e+00   1.1868666e-05
   1.2852878e+00   1.1859578e-05
   1.2853638e+00   1.1853565e-05
   1.2854398e+00   1.1849067e-05
   1.2855157e+00   1.1845428e-05
   1.2855917e+00   1.1842323e-05
   1.2856677e+00   1.1839571e-05
   1.2857437e+00   1.1837067e-05
   1.2858196e+00   1.1834742e-05
   1.2858956e+00   1.1832551e-05
   1.2859716e+00   1.1830464e-05
   1.2860476e+00   1.1828458e-05
   1.2861235e+00   1.1826517e-05
   1.2861995e+00   1.1824629e-05
   1.2862755e+00   1.1822784e-05
   1.2863514e+00   1.1820976e-05
   1.2864274e+00   1.1819198e-05
   1.2865034e+00   1.1817446e-05
   1.2865794e+00   1.1815717e-05
   1.2866553e+00   1.1814008e-05
   1.2867313e+00   1.1812315e-05
   1.2868073e+00   1.1810638e-05
   1.2868832e+00   1.1808974e-05
   1.2869592e+00   1.1807321e-05
   1.2870352e+00   1.1805679e-05
   1.2871112e+00   1.1804046e-05
   1.2871871e+00   1.1802422e-05
   1.2872631e+00   1.1800806e-05
   1.2873391e+00   1.1799196e-05
   1.2874150e+00   1.1797593e-05
   1.2874910e+00   1.1795996e-05
   1.2875670e+00   1.1794404e-05
   1.2876430e+00   1.1792817e-05
   1.2877189e+00   1.1791235e-05
   1.2877949e+00   1.1789657e-05
   1.2878709e+00   1.1788083e-05
   1.2879468e+00   1.1786513e-05
   1.2880228e+00   1.1784946e-05
   1.2880988e+00   1.1783383e-05
   1.2881748e+00   1.1781822e-05
   1.2882507e+00   1.1780265e-05
   1.2883267e+00   1.1778710e-05
   1.2884027e+00   1.1777158e-05
   1.2884786e+00   1.1775608e-05
   1.2885546e+00   1.1774060e-05
   1.2886306e+00   1.1772515e-05
   1.2887066e+00   1.1770971e-05
   1.2887825e+00   1.1769430e-05
   1.2888585e+00   1.1767891e-05
   1.2889345e+00   1.1766353e-05
   1.2890104e+00   1.1764817e-05
   1.2890864e+00   1.1763283e-05
   1.2891624e+00   1.1761751e-05
   1.2892384e+00   1.1760220e-05
   1.2893143e+00   1.1758690e-05
   1.2893903e+00   1.1757162e-05
   1.2894663e+00   1.1755635e-05
   1.2895422e+00   1.1754110e-05
   1.2896182e+00   1.1752586e-05
   1.2896942e+00   1.1751063e-05
   1.2897702e+00   1.1749541e-05
   1.2898461e+00   1.1748021e-05
   1.2899221e+00   1.1746501e-05
   1.2899981e+00   1.1744983e-05
   1.2900740e+00   1.1743466e-05
   1.2901500e+00   1.1741950e-05
   1.2902260e+00   1.1740435e-05
   1.2903020e+00   1.1738921e-05
   1.2903779e+00   1.1737408e-05
   1.2904539e+00   1.1735896e-05
   1.2905299e+00   1.1734385e-05
   1.2906058e+00   1.1732875e-05
   1.2906818e+00   1.1731365e-05
   1.2907578e+00   1.1729857e-05
   1.2908338e+00   1.1728349e-05
   1.2909097e+00   1.1726842e-05
   1.2909857e+00   1.1725336e-05
   1.2910617e+00   1.1723831e-05
   1.2911376e+00   1.1722327e-05
   1.2912136e+00   1.1720823e-05
   1.2912896e+00   1.1719321e-05
   1.2913656e+00   1.1717819e-05
   1.2914415e+00   1.1716317e-05
   1.2915175e+00   1.1714817e-05
   1.2915935e+00   1.1713317e-05
   1.2916695e+00   1.1711818e-05
   1.2917454e+00   1.1710319e-05
   1.2918214e+00   1.1708822e-05
   1.2918974e+00   1.1707325e-05
   1.2919733e+00   1.1705828e-05
   1.2920493e+00   1.1704332e-05
   1.2921253e+00   1.1702837e-05
   1.2922013e+00   1.1701343e-05
   1.2922772e+00   1.1699849e-05
   1.2923532e+00   1.1698356e-05
   1.2924292e+00   1.1696863e-05
   1.2925051e+00   1.1695372e-05
   1.2925811e+00   1.1693880e-05
   1.2926571e+00   1.1692390e-05
   1.2927331e+00   1.1690899e-05
   1.2928090e+00   1.1689410e-05
   1.2928850e+00   1.1687921e-05
   1.2929610e+00   1.1686433e-05
   1.2930369e+00   1.1684945e-05
   1.2931129e+00   1.1683458e-05
   1.2931889e+00   1.1681971e-05
   1.2932649e+00   1.1680485e-05
   1.2933408e+00   1.1678999e-05
   1.2934168e+00   1.1677514e-05
   1.2934928e+00   1.1676030e-05
   1.2935687e+00   1.1674546e-05
   1.2936447e+00   1.1673062e-05
   1.2937207e+00   1.1671579e-05
   1.2937967e+00   1.1670097e-05
   1.2938726e+00   1.1668615e-05
   1.2939486e+00   1.1667134e-05
   1.2940246e+00   1.1665653e-05
   1.2941005e+00   1.1664173e-05
   1.2941765e+00   1.1662693e-05
   1.2942525e+00   1.1661214e-05
   1.2943285e+00   1.1659735e-05
   1.2944044e+00   1.1658257e-05
   1.2944804e+00   1.1656779e-05
   1.2945564e+00   1.1655302e-05
   1.2946323e+00   1.1653825e-05
   1.2947083e+00   1.1652348e-05
   1.2947843e+00   1.1650873e-05
   1.2948603e+00   1.1649397e-05
   1.2949362e+00   1.1647922e-05
   1.2950122e+00   1.1646448e-05
   1.2950882e+00   1.1644974e-05
   1.2951641e+00   1.1643500e-05
   1.2952401e+00   1.1642027e-05
   1.2953161e+00   1.1640555e-05
   1.2953921e+00   1.1639083e-05
   1.2954680e+00   1.1637611e-05
   1.2955440e+00   1.1636140e-05
   1.2956200e+00   1.1634669e-05
   1.2956959e+00   1.1633199e-05
   1.2957719e+00   1.1631729e-05
   1.2958479e+00   1.1630259e-05
   1.2959239e+00   1.1628791e-05
   1.2959998e+00   1.1627322e-05
   1.2960758e+00   1.1625854e-05
   1.2961518e+00   1.1624386e-05
   1.2962277e+00   1.1622919e-05
   1.2963037e+00   1.1621452e-05
   1.2963797e+00   1.1619986e-05
   1.2964557e+00   1.1618520e-05
   1.2965316e+00   1.1617054e-05
   1.2966076e+00   1.1615589e-05
   1.2966836e+00   1.1614125e-05
   1.2967595e+00   1.1612660e-05
   1.2968355e+00   1.1611197e-05
   1.2969115e+00   1.1609733e-05
   1.2969875e+00   1.1608270e-05
   1.2970634e+00   1.1606808e-05
   1.2971394e+00   1.1605346e-05
   1.2972154e+00   1.1603884e-05
   1.2972914e+00   1.1602423e-05
   1.2973673e+00   1.1600962e-05
   1.2974433e+00   1.1599501e-05
   1.2975193e+00   1.1598041e-05
   1.2975952e+00   1.1596581e-05
   1.2976712e+00   1.1595122e-05
   1.2977472e+00   1.1593663e-05
   1.2978232e+00   1.1592205e-05
   1.2978991e+00   1.1590747e-05
   1.2979751e+00   1.1589289e-05
   1.2980511e+00   1.1587832e-05
   1.2981270e+00   1.1586375e-05
   1.2982030e+00   1.1584918e-05
   1.2982790e+00   1.1583462e-05
   1.2983550e+00   1.1582007e-05
   1.2984309e+00   1.1580551e-05
   1.2985069e+00   1.1579096e-05
   1.2985829e+00   1.1577642e-05
   1.2986588e+00   1.1576188e-05
   1.2987348e+00   1.1574734e-05
   1.2988108e+00   1.1573281e-05
   1.2988868e+00   1.1571828e-05
   1.2989627e+00   1.1570375e-05
   1.2990387e+00   1.1568923e-05
   1.2991147e+00   1.1567471e-05
   1.2991906e+00   1.1566019e-05
   1.2992666e+00   1.1564568e-05
   1.2993426e+00   1.1563118e-05
   1.2994186e+00   1.1561667e-05
   1.2994945e+00   1.1560217e-05
   1.2995705e+00   1.1558768e-05
   1.2996465e+00   1.1557319e-05
   1.2997224e+00   1.1555870e-05
   1.2997984e+00   1.1554421e-05
   1.2998744e+00   1.1552973e-05
   1.2999504e+00   1.1551526e-05
   1.3000263e+00   1.1550078e-05
   1.3001023e+00   1.1548631e-05
   1.3001783e+00   1.1547185e-05
   1.3002542e+00   1.1545739e-05
   1.3003302e+00   1.1544293e-05
   1.3004062e+00   1.1542847e-05
   1.3004822e+00   1.1541402e-05
   1.3005581e+00   1.1539957e-05
   1.3006341e+00   1.1538513e-05
   1.3007101e+00   1.1537069e-05
   1.3007860e+00   1.1535625e-05
   1.3008620e+00   1.1534182e-05
   1.3009380e+00   1.1532739e-05
   1.3010140e+00   1.1531297e-05
   1.3010899e+00   1.1529854e-05
   1.3011659e+00   1.1528413e-05
   1.3012419e+00   1.1526971e-05
   1.3013178e+00   1.1525530e-05
   1.3013938e+00   1.1524089e-05
   1.3014698e+00   1.1522649e-05
   1.3015458e+00   1.1521209e-05
   1.3016217e+00   1.1519769e-05
   1.3016977e+00   1.1518330e-05
   1.3017737e+00   1.1516891e-05
   1.3018496e+00   1.1515452e-05
   1.3019256e+00   1.1514014e-05
   1.3020016e+00   1.1512576e-05
   1.3020776e+00   1.1511138e-05
   1.3021535e+00   1.1509701e-05
   1.3022295e+00   1.1508264e-05
   1.3023055e+00   1.1506828e-05
   1.3023814e+00   1.1505392e-05
   1.3024574e+00   1.1503956e-05
   1.3025334e+00   1.1502520e-05
   1.3026094e+00   1.1501085e-05
   1.3026853e+00   1.1499651e-05
   1.3027613e+00   1.1498216e-05
   1.3028373e+00   1.1496782e-05
   1.3029132e+00   1.1495349e-05
   1.3029892e+00   1.1493915e-05
   1.3030652e+00   1.1492482e-05
   1.3031412e+00   1.1491050e-05
   1.3032171e+00   1.1489618e-05
   1.3032931e+00   1.1488186e-05
   1.3033691e+00   1.1486754e-05
   1.3034451e+00   1.1485323e-05
   1.3035210e+00   1.1483892e-05
   1.3035970e+00   1.1482462e-05
   1.3036730e+00   1.1481031e-05
   1.3037489e+00   1.1479602e-05
   1.3038249e+00   1.1478172e-05
   1.3039009e+00   1.1476743e-05
   1.3039769e+00   1.1475315e-05
   1.3040528e+00   1.1473886e-05
   1.3041288e+00   1.1472458e-05
   1.3042048e+00   1.1471031e-05
   1.3042807e+00   1.1469603e-05
   1.3043567e+00   1.1468176e-05
   1.3044327e+00   1.1466750e-05
   1.3045087e+00   1.1465324e-05
   1.3045846e+00   1.1463898e-05
   1.3046606e+00   1.1462473e-05
   1.3047366e+00   1.1461048e-05
   1.3048125e+00   1.1459623e-05
   1.3048885e+00   1.1458199e-05
   1.3049645e+00   1.1456775e-05
   1.3050405e+00   1.1455351e-05
   1.3051164e+00   1.1453928e-05
   1.3051924e+00   1.1452505e-05
   1.3052684e+00   1.1451083e-05
   1.3053443e+00   1.1449661e-05
   1.3054203e+00   1.1448240e-05
   1.3054963e+00   1.1446818e-05
   1.3055723e+00   1.1445398e-05
   1.3056482e+00   1.1443978e-05
   1.3057242e+00   1.1442558e-05
   1.3058002e+00   1.1441139e-05
   1.3058761e+00   1.1439720e-05
   1.3059521e+00   1.1438301e-05
   1.3060281e+00   1.1436884e-05
   1.3061041e+00   1.1435466e-05
   1.3061800e+00   1.1434050e-05
   1.3062560e+00   1.1432633e-05
   1.3063320e+00   1.1431218e-05
   1.3064079e+00   1.1429803e-05
   1.3064839e+00   1.1428389e-05
   1.3065599e+00   1.1426975e-05
   1.3066359e+00   1.1425563e-05
   1.3067118e+00   1.1424151e-05
   1.3067878e+00   1.1422740e-05
   1.3068638e+00   1.1421331e-05
   1.3069397e+00   1.1419922e-05
   1.3070157e+00   1.1418516e-05
   1.3070917e+00   1.1417111e-05
   1.3071677e+00   1.1415708e-05
   1.3072436e+00   1.1414307e-05
   1.3073196e+00   1.1412910e-05
   1.3073956e+00   1.1411516e-05
   1.3074715e+00   1.1410128e-05
   1.3075475e+00   1.1408747e-05
   1.3076235e+00   1.1407376e-05
   1.3076995e+00   1.1406020e-05
   1.3077754e+00   1.1404689e-05
   1.3078514e+00   1.1403402e-05
   1.3079274e+00   1.1402205e-05
   1.3080033e+00   1.1401252e-05
   1.3080793e+00   1.1401480e-05
   1.3081553e+00   1.1386888e-05
   1.3082313e+00   1.1393880e-05
   1.3083072e+00   1.1393306e-05
   1.3083832e+00   1.1392212e-05
   1.3084592e+00   1.1390968e-05
   1.3085351e+00   1.1389661e-05
   1.3086111e+00   1.1388321e-05
   1.3086871e+00   1.1386962e-05
   1.3087631e+00   1.1385591e-05
   1.3088390e+00   1.1384211e-05
   1.3089150e+00   1.1382827e-05
   1.3089910e+00   1.1381438e-05
   1.3090670e+00   1.1380046e-05
   1.3091429e+00   1.1378653e-05
   1.3092189e+00   1.1377257e-05
   1.3092949e+00   1.1375860e-05
   1.3093708e+00   1.1374462e-05
   1.3094468e+00   1.1373064e-05
   1.3095228e+00   1.1371665e-05
   1.3095988e+00   1.1370265e-05
   1.3096747e+00   1.1368865e-05
   1.3097507e+00   1.1367465e-05
   1.3098267e+00   1.1366064e-05
   1.3099026e+00   1.1364664e-05
   1.3099786e+00   1.1363263e-05
   1.3100546e+00   1.1361863e-05
   1.3101306e+00   1.1360462e-05
   1.3102065e+00   1.1359062e-05
   1.3102825e+00   1.1357661e-05
   1.3103585e+00   1.1356261e-05
   1.3104344e+00   1.1354861e-05
   1.3105104e+00   1.1353461e-05
   1.3105864e+00   1.1352061e-05
   1.3106624e+00   1.1350661e-05
   1.3107383e+00   1.1349261e-05
   1.3108143e+00   1.1347862e-05
   1.3108903e+00   1.1346463e-05
   1.3109662e+00   1.1345064e-05
   1.3110422e+00   1.1343665e-05
   1.3111182e+00   1.1342266e-05
   1.3111942e+00   1.1340868e-05
   1.3112701e+00   1.1339470e-05
   1.3113461e+00   1.1338072e-05
   1.3114221e+00   1.1336674e-05
   1.3114980e+00   1.1335277e-05
   1.3115740e+00   1.1333880e-05
   1.3116500e+00   1.1332483e-05
   1.3117260e+00   1.1331086e-05
   1.3118019e+00   1.1329689e-05
   1.3118779e+00   1.1328293e-05
   1.3119539e+00   1.1326897e-05
   1.3120298e+00   1.1325502e-05
   1.3121058e+00   1.1324106e-05
   1.3121818e+00   1.1322711e-05
   1.3122578e+00   1.1321316e-05
   1.3123337e+00   1.1319921e-05
   1.3124097e+00   1.1318527e-05
   1.3124857e+00   1.1317133e-05
   1.3125616e+00   1.1315739e-05
   1.3126376e+00   1.1314345e-05
   1.3127136e+00   1.1312952e-05
   1.3127896e+00   1.1311559e-05
   1.3128655e+00   1.1310166e-05
   1.3129415e+00   1.1308774e-05
   1.3130175e+00   1.1307382e-05
   1.3130934e+00   1.1305990e-05
   1.3131694e+00   1.1304598e-05
   1.3132454e+00   1.1303207e-05
   1.3133214e+00   1.1301815e-05
   1.3133973e+00   1.1300425e-05
   1.3134733e+00   1.1299034e-05
   1.3135493e+00   1.1297644e-05
   1.3136252e+00   1.1296254e-05
   1.3137012e+00   1.1294864e-05
   1.3137772e+00   1.1293474e-05
   1.3138532e+00   1.1292085e-05
   1.3139291e+00   1.1290696e-05
   1.3140051e+00   1.1289308e-05
   1.3140811e+00   1.1287919e-05
   1.3141570e+00   1.1286531e-05
   1.3142330e+00   1.1285143e-05
   1.3143090e+00   1.1283756e-05
   1.3143850e+00   1.1282369e-05
   1.3144609e+00   1.1280982e-05
   1.3145369e+00   1.1279595e-05
   1.3146129e+00   1.1278208e-05
   1.3146889e+00   1.1276822e-05
   1.3147648e+00   1.1275436e-05
   1.3148408e+00   1.1274051e-05
   1.3149168e+00   1.1272665e-05
   1.3149927e+00   1.1271280e-05
   1.3150687e+00   1.1269896e-05
   1.3151447e+00   1.1268511e-05
   1.3152207e+00   1.1267127e-05
   1.3152966e+00   1.1265743e-05
   1.3153726e+00   1.1264359e-05
   1.3154486e+00   1.1262976e-05
   1.3155245e+00   1.1261593e-05
   1.3156005e+00   1.1260210e-05
   1.3156765e+00   1.1258828e-05
   1.3157525e+00   1.1257445e-05
   1.3158284e+00   1.1256063e-05
   1.3159044e+00   1.1254682e-05
   1.3159804e+00   1.1253300e-05
   1.3160563e+00   1.1251919e-05
   1.3161323e+00   1.1250538e-05
   1.3162083e+00   1.1249158e-05
   1.3162843e+00   1.1247777e-05
   1.3163602e+00   1.1246397e-05
   1.3164362e+00   1.1245017e-05
   1.3165122e+00   1.1243638e-05
   1.3165881e+00   1.1242259e-05
   1.3166641e+00   1.1240880e-05
   1.3167401e+00   1.1239501e-05
   1.3168161e+00   1.1238123e-05
   1.3168920e+00   1.1236745e-05
   1.3169680e+00   1.1235367e-05
   1.3170440e+00   1.1233989e-05
   1.3171199e+00   1.1232612e-05
   1.3171959e+00   1.1231235e-05
   1.3172719e+00   1.1229858e-05
   1.3173479e+00   1.1228482e-05
   1.3174238e+00   1.1227106e-05
   1.3174998e+00   1.1225730e-05
   1.3175758e+00   1.1224354e-05
   1.3176517e+00   1.1222979e-05
   1.3177277e+00   1.1221604e-05
   1.3178037e+00   1.1220229e-05
   1.3178797e+00   1.1218854e-05
   1.3179556e+00   1.1217480e-05
   1.3180316e+00   1.1216106e-05
   1.3181076e+00   1.1214733e-05
   1.3181835e+00   1.1213359e-05
   1.3182595e+00   1.1211986e-05
   1.3183355e+00   1.1210613e-05
   1.3184115e+00   1.1209241e-05
   1.3184874e+00   1.1207868e-05
   1.3185634e+00   1.1206496e-05
   1.3186394e+00   1.1205124e-05
   1.3187153e+00   1.1203753e-05
   1.3187913e+00   1.1202382e-05
   1.3188673e+00   1.1201011e-05
   1.3189433e+00   1.1199640e-05
   1.3190192e+00   1.1198270e-05
   1.3190952e+00   1.1196900e-05
   1.3191712e+00   1.1195530e-05
   1.3192471e+00   1.1194160e-05
   1.3193231e+00   1.1192791e-05
   1.3193991e+00   1.1191422e-05
   1.3194751e+00   1.1190053e-05
   1.3195510e+00   1.1188684e-05
   1.3196270e+00   1.1187316e-05
   1.3197030e+00   1.1185948e-05
   1.3197789e+00   1.1184581e-05
   1.3198549e+00   1.1183213e-05
   1.3199309e+00   1.1181846e-05
   1.3200069e+00   1.1180479e-05
   1.3200828e+00   1.1179113e-05
   1.3201588e+00   1.1177746e-05
   1.3202348e+00   1.1176380e-05
   1.3203108e+00   1.1175014e-05
   1.3203867e+00   1.1173649e-05
   1.3204627e+00   1.1172284e-05
   1.3205387e+00   1.1170919e-05
   1.3206146e+00   1.1169554e-05
   1.3206906e+00   1.1168189e-05
   1.3207666e+00   1.1166825e-05
   1.3208426e+00   1.1165461e-05
   1.3209185e+00   1.1164098e-05
   1.3209945e+00   1.1162734e-05
   1.3210705e+00   1.1161371e-05
   1.3211464e+00   1.1160009e-05
   1.3212224e+00   1.1158646e-05
   1.3212984e+00   1.1157284e-05
   1.3213744e+00   1.1155922e-05
   1.3214503e+00   1.1154560e-05
   1.3215263e+00   1.1153199e-05
   1.3216023e+00   1.1151837e-05
   1.3216782e+00   1.1150476e-05
   1.3217542e+00   1.1149116e-05
   1.3218302e+00   1.1147755e-05
   1.3219062e+00   1.1146395e-05
   1.3219821e+00   1.1145035e-05
   1.3220581e+00   1.1143676e-05
   1.3221341e+00   1.1142316e-05
   1.3222100e+00   1.1140957e-05
   1.3222860e+00   1.1139599e-05
   1.3223620e+00   1.1138240e-05
   1.3224380e+00   1.1136882e-05
   1.3225139e+00   1.1135524e-05
   1.3225899e+00   1.1134166e-05
   1.3226659e+00   1.1132809e-05
   1.3227418e+00   1.1131451e-05
   1.3228178e+00   1.1130095e-05
   1.3228938e+00   1.1128738e-05
   1.3229698e+00   1.1127381e-05
   1.3230457e+00   1.1126025e-05
   1.3231217e+00   1.1124669e-05
   1.3231977e+00   1.1123314e-05
   1.3232736e+00   1.1121959e-05
   1.3233496e+00   1.1120604e-05
   1.3234256e+00   1.1119249e-05
   1.3235016e+00   1.1117894e-05
   1.3235775e+00   1.1116540e-05
   1.3236535e+00   1.1115186e-05
   1.3237295e+00   1.1113832e-05
   1.3238054e+00   1.1112479e-05
   1.3238814e+00   1.1111126e-05
   1.3239574e+00   1.1109773e-05
   1.3240334e+00   1.1108420e-05
   1.3241093e+00   1.1107068e-05
   1.3241853e+00   1.1105715e-05
   1.3242613e+00   1.1104363e-05
   1.3243372e+00   1.1103012e-05
   1.3244132e+00   1.1101661e-05
   1.3244892e+00   1.1100309e-05
   1.3245652e+00   1.1098959e-05
   1.3246411e+00   1.1097608e-05
   1.3247171e+00   1.1096258e-05
   1.3247931e+00   1.1094908e-05
   1.3248690e+00   1.1093558e-05
   1.3249450e+00   1.1092208e-05
   1.3250210e+00   1.1090859e-05
   1.3250970e+00   1.1089510e-05
   1.3251729e+00   1.1088161e-05
   1.3252489e+00   1.1086813e-05
   1.3253249e+00   1.1085465e-05
   1.3254008e+00   1.1084117e-05
   1.3254768e+00   1.1082769e-05
   1.3255528e+00   1.1081422e-05
   1.3256288e+00   1.1080075e-05
   1.3257047e+00   1.1078728e-05
   1.3257807e+00   1.1077381e-05
   1.3258567e+00   1.1076035e-05
   1.3259327e+00   1.1074689e-05
   1.3260086e+00   1.1073343e-05
   1.3260846e+00   1.1071997e-05
   1.3261606e+00   1.1070652e-05
   1.3262365e+00   1.1069307e-05
   1.3263125e+00   1.1067962e-05
   1.3263885e+00   1.1066618e-05
   1.3264645e+00   1.1065273e-05
   1.3265404e+00   1.1063929e-05
   1.3266164e+00   1.1062585e-05
   1.3266924e+00   1.1061242e-05
   1.3267683e+00   1.1059899e-05
   1.3268443e+00   1.1058556e-05
   1.3269203e+00   1.1057213e-05
   1.3269963e+00   1.1055871e-05
   1.3270722e+00   1.1054528e-05
   1.3271482e+00   1.1053186e-05
   1.3272242e+00   1.1051845e-05
   1.3273001e+00   1.1050503e-05
   1.3273761e+00   1.1049162e-05
   1.3274521e+00   1.1047821e-05
   1.3275281e+00   1.1046481e-05
   1.3276040e+00   1.1045140e-05
   1.3276800e+00   1.1043800e-05
   1.3277560e+00   1.1042460e-05
   1.3278319e+00   1.1041121e-05
   1.3279079e+00   1.1039781e-05
   1.3279839e+00   1.1038442e-05
   1.3280599e+00   1.1037103e-05
   1.3281358e+00   1.1035765e-05
   1.3282118e+00   1.1034427e-05
   1.3282878e+00   1.1033088e-05
   1.3283637e+00   1.1031751e-05
   1.3284397e+00   1.1030413e-05
   1.3285157e+00   1.1029076e-05
   1.3285917e+00   1.1027739e-05
   1.3286676e+00   1.1026402e-05
   1.3287436e+00   1.1025066e-05
   1.3288196e+00   1.1023729e-05
   1.3288955e+00   1.1022393e-05
   1.3289715e+00   1.1021058e-05
   1.3290475e+00   1.1019722e-05
   1.3291235e+00   1.1018387e-05
   1.3291994e+00   1.1017052e-05
   1.3292754e+00   1.1015717e-05
   1.3293514e+00   1.1014383e-05
   1.3294273e+00   1.1013049e-05
   1.3295033e+00   1.1011715e-05
   1.3295793e+00   1.1010381e-05
   1.3296553e+00   1.1009047e-05
   1.3297312e+00   1.1007714e-05
   1.3298072e+00   1.1006381e-05
   1.3298832e+00   1.1005049e-05
   1.3299591e+00   1.1003716e-05
   1.3300351e+00   1.1002384e-05
   1.3301111e+00   1.1001052e-05
   1.3301871e+00   1.0999721e-05
   1.3302630e+00   1.0998389e-05
   1.3303390e+00   1.0997058e-05
   1.3304150e+00   1.0995727e-05
   1.3304909e+00   1.0994396e-05
   1.3305669e+00   1.0993066e-05
   1.3306429e+00   1.0991736e-05
   1.3307189e+00   1.0990406e-05
   1.3307948e+00   1.0989076e-05
   1.3308708e+00   1.0987747e-05
   1.3309468e+00   1.0986418e-05
   1.3310227e+00   1.0985089e-05
   1.3310987e+00   1.0983760e-05
   1.3311747e+00   1.0982431e-05
   1.3312507e+00   1.0981099e-05
   1.3313266e+00   1.0979782e-05
   1.3314026e+00   1.0978451e-05
   1.3314786e+00   1.0977123e-05
   1.3315545e+00   1.0975796e-05
   1.3316305e+00   1.0974469e-05
   1.3317065e+00   1.0973142e-05
   1.3317825e+00   1.0971816e-05
   1.3318584e+00   1.0970489e-05
   1.3319344e+00   1.0969164e-05
   1.3320104e+00   1.0967838e-05
   1.3320864e+00   1.0966513e-05
   1.3321623e+00   1.0965188e-05
   1.3322383e+00   1.0963863e-05
   1.3323143e+00   1.0962538e-05
   1.3323902e+00   1.0961214e-05
   1.3324662e+00   1.0959890e-05
   1.3325422e+00   1.0958566e-05
   1.3326182e+00   1.0957243e-05
   1.3326941e+00   1.0955919e-05
   1.3327701e+00   1.0954596e-05
   1.3328461e+00   1.0953274e-05
   1.3329220e+00   1.0951951e-05
   1.3329980e+00   1.0950629e-05
   1.3330740e+00   1.0949307e-05
   1.3331500e+00   1.0947985e-05
   1.3332259e+00   1.0946663e-05
   1.3333019e+00   1.0945342e-05
   1.3333779e+00   1.0944021e-05
   1.3334538e+00   1.0942700e-05
   1.3335298e+00   1.0941380e-05
   1.3336058e+00   1.0940060e-05
   1.3336818e+00   1.0938740e-05
   1.3337577e+00   1.0937420e-05
   1.3338337e+00   1.0936100e-05
   1.3339097e+00   1.0934781e-05
   1.3339856e+00   1.0933462e-05
   1.3340616e+00   1.0932143e-05
   1.3341376e+00   1.0930825e-05
   1.3342136e+00   1.0929507e-05
   1.3342895e+00   1.0928189e-05
   1.3343655e+00   1.0926871e-05
   1.3344415e+00   1.0925553e-05
   1.3345174e+00   1.0924236e-05
   1.3345934e+00   1.0922919e-05
   1.3346694e+00   1.0921602e-05
   1.3347454e+00   1.0920286e-05
   1.3348213e+00   1.0918969e-05
   1.3348973e+00   1.0917653e-05
   1.3349733e+00   1.0916338e-05
   1.3350492e+00   1.0915022e-05
   1.3351252e+00   1.0913707e-05
   1.3352012e+00   1.0912392e-05
   1.3352772e+00   1.0911077e-05
   1.3353531e+00   1.0909763e-05
   1.3354291e+00   1.0908448e-05
   1.3355051e+00   1.0907134e-05
